FCODE,atoll,islandName,capital,islandNa_1,longitude,latitude,Area_ha,category,Sector,Usage,PrimAgency
LD0285,Shaviyani,Bis Alhaahuraa,N,ބިސްއަޅާހުރާ,"73° 17' 33.026"" E","6° 9' 18.415"" N",0.189342,Uninhabited Island, , ,Council
LD0465,Shaviyani,Migoodhoo,N,މިގޫދޫ,"73° 14' 28.582"" E","6° 13' 43.490"" N",8.669644,Uninhabited Island, , ,MoFMRA
LD0480,Shaviyani,Hirubadhoo,N,ހިރުބަދޫ,"73° 14' 43.363"" E","6° 11' 16.328"" N",13.053076,Uninhabited Island, , ,MoFMRA
LD0525,Shaviyani,Milandhoo,N,މިލަންދޫ,"73° 14' 40.226"" E","6° 17' 11.383"" N",133.488627,Residential Island, , , 
LD0551,Shaviyani,Narudhoo,N,ނަރުދޫ,"73° 13' 5.362"" E","6° 15' 51.578"" N",42.745624,Residential Island, , , 
LD0562,Shaviyani,Dholhiyadhoo,N,ދޮޅިޔަދޫ,"73° 12' 54.592"" E","5° 59' 37.753"" N",21.850392,Tourism Island,Tourism,Resort,MoT
LD0629,Shaviyani,Fushifaru,N,ފުށިފަރު,"72° 55' 33.022"" E","6° 23' 44.351"" N",4.336269,Tourism Island,Tourism,Resort,MoT
LD0646,Shaviyani,Foakaidhoo,N,ފޯކައިދޫ,"73° 8' 57.625"" E","6° 19' 36.116"" N",67.814448,Residential Island, , , 
LD0674,Shaviyani,Van'garu,N,ވަނގަރު,"73° 12' 11.985"" E","6° 5' 22.114"" N",9.688351,Tourism Island,Tourism, ,MoT
LD0744,Shaviyani,Nalandhoo,N,ނަލަންދޫ,"73° 13' 41.862"" E","6° 19' 29.806"" N",63.990282,Uninhabited Island,Tourism,Resort,MoFMRA
LD0836,Shaviyani,Goidhoo,N,ގޮއިދޫ,"72° 55' 47.003"" E","6° 25' 48.321"" N",100.616365,Residential Island, , , 
LD0854,Shaviyani,Gallaidhoo,N,ގައްލައިދޫ,"73° 7' 27.878"" E","5° 58' 8.569"" N",12.432299,Uninhabited Island, ,Varuva,MoFMRA
LD0863,Shaviyani,Funadhoo,Y,ފުނަދޫ,"73° 17' 23.470"" E","6° 9' 11.709"" N",122.498119,Residential Island, , , 
LD0923,Shaviyani,Dholhiyadhookudarah,N,ދޮޅިޔަދޫކުޑަރަށް,"73° 13' 28.216"" E","5° 59' 24.838"" N",0.163603,Uninhabited Island, , ,Atoll Council
LD0978,Shaviyani,Lhaimagu,N,ޅައިމަގު,"73° 15' 5.321"" E","6° 9' 50.445"" N",44.168911,Residential Island, , , 
LD0985,Shaviyani,Noomaraa,N,ނޫމަރާ,"73° 4' 8.659"" E","6° 26' 3.207"" N",39.212995,Residential Island, , , 
LD1064,Shaviyani,Bileiyfahi,N,ބިލެތްފަހި,"72° 58' 26.294"" E","6° 20' 16.196"" N",66.519896,Residential Island, , , 
LD1092,Shaviyani,Kan'ditheemu,N,ކަނޑިތީމު,"72° 54' 57.890"" E","6° 26' 25.932"" N",89.304283,Residential Island, , , 
LD1100,Shaviyani,Feydhoo,N,ފޭދޫ,"73° 2' 55.857"" E","6° 21' 37.991"" N",90.27882,Residential Island, , , 
LD1144,Shaviyani,Maroshi,N,މަރޮށި,"73° 3' 41.007"" E","6° 12' 34.795"" N",30.868095,Residential Island, , , 
LD1169,Shaviyani,Neyo,N,ނެޔޮ,"73° 3' 34.758"" E","6° 27' 1.151"" N",20.55523,Uninhabited Island,Agriculture, ,MoFMRA
LD1170,Shaviyani,Naainfarufinolhu,N,ނާއިންފަރުފިނޮޅު,"72° 59' 56.372"" E","6° 12' 12.212"" N",7.478862,Tourism Island,Tourism,Resort,MoT
LD0016,Shaviyani,Maaun'goodhoo,N,މާއުނގޫދޫ,"73° 17' 1.655"" E","6° 2' 12.140"" N",29.4141,Residential Island, , , 
LD0210,Shaviyani,Madikuredhdhoo,N,މަޑިކުރެއްދޫ,"73° 9' 3.673"" E","6° 17' 3.831"" N",46.236508,Industrial Island,Fisheries and Agriculture,Mixed Usage,MoFMRA
LD0248,Shaviyani,Madidhoo,N,މަޑިދޫ,"73° 6' 32.366"" E","6° 18' 8.624"" N",104.596835,Industrial Island,Agriculture,Poultry,MoFMRA
LD0266,Shaviyani,Kakaaeriyadhoo,N,ކަކާއެރިޔަދޫ,"72° 54' 8.352"" E","6° 28' 41.259"" N",14.934822,Industrial Island,Agriculture, ,MoFMRA
LD0304,Shaviyani,Kudalhaimendhoo,N,ކުޑަޅައިމެންދޫ,"73° 17' 42.486"" E","6° 0' 53.822"" N",13.112491,Tourism Island,Tourism,Resort,MoT
LD0485,Shaviyani,Dhiguvelidhoomairah,N,ދިގުވެލިދޫމައިރަށް,"73° 5' 15.371"" E","6° 1' 10.111"" N",6.891593,Uninhabited Island, , ,Atoll Council
LD0491,Shaviyani,Eriadhoo,N,އެރިއަދޫ,"73° 17' 12.262"" E","6° 6' 13.208"" N",62.834566,Industrial Island,Agriculture, ,MoFMRA
LD0818,Shaviyani,Kudadhoo,N,ކުޑަދޫ,"72° 54' 27.066"" E","6° 26' 9.510"" N",3.515357,Uninhabited Island, , ,Council
LD1149,Shaviyani,Feevah,N,ފީވައް,"73° 12' 33.690"" E","6° 20' 56.034"" N",87.56318,Residential Island, , , 
LD0655,Shaviyani,Medhurah,N,މެދުރަށް,"73° 4' 38.399"" E","6° 1' 26.720"" N",6.686338,Uninhabited Island, , ,Atoll Council
LD0317,Shaviyani,Dhigurah,N,ދިގުރަށް,"73° 4' 5.018"" E","6° 1' 46.667"" N",3.206806,Uninhabited Island, , ,Atoll Council
LD1058,Shaviyani,Komandoo,N,ކޮމަންޑޫ,"73° 3' 15.303"" E","6° 3' 15.172"" N",22.158796,Residential Island, , , 
LD1206,Shaviyani, ,N, ,"73° 17' 47.454"" E","6° 10' 16.461"" N",0.273725,Uninhabited Island, , , 
LD0279,Shaviyani,Dhonvelihuraa,N,ދޮންވެލިހުރާ,"73° 17' 53.384"" E","6° 11' 4.531"" N",8.834094,Uninhabited Island, , , 
LD0131,Shaviyani,Naalaahuraa,N,ނާލާހުރާ,"73° 2' 9.785"" E","6° 7' 40.280"" N",0.630057,Uninhabited Island, , ,MoECCT
LD0049,Shaviyani,Firun'baidhoo,N,ފިރުނބައިދޫ,"73° 13' 39.556"" E","6° 6' 51.503"" N",16.3335,Industrial Island,Agriculture,Poultry,MoFMRA
LD0306,Shaviyani,Keekimini,N,ކީކިމިނި,"73° 6' 43.305"" E","6° 0' 26.335"" N",32.317659,Industrial Island,Fisheries, ,MoFMRA
LD0402,Shaviyani,Mathikomandoo,N,މަތިކޮމަންޑޫ,"73° 2' 45.924"" E","6° 3' 25.635"" N",8.48867,Uninhabited Island, , ,Council
LD0424,Shaviyani,Kan'baalifaru,N,ކަނބާލިފަރު,"73° 15' 12.362"" E","6° 7' 27.134"" N",21.988548,Tourism Island,Tourism,Resort,MoT
LD0463,Shaviyani,Raggan'duhuraa,N,ރައްގަނޑުހުރާ,"73° 2' 17.842"" E","6° 6' 43.021"" N",0.022541,Uninhabited Island, , ,MoFMRA
LD0647,Shaviyani,Boduhuraa,N,ބޮޑުހުރާ,"73° 2' 37.094"" E","6° 4' 18.194"" N",0.617121,Uninhabited Island, , ,Atoll Council
LD0927,Shaviyani,Gaakoshibi,N,ގާކޮށިބި,"73° 0' 43.288"" E","6° 17' 12.349"" N",18.184266,Tourism Island,Tourism,Resort,MoT
LD0921,Shaviyani,Hurasfaru,N,ހުރަސްފަރު,"73° 2' 11.429"" E","6° 8' 26.065"" N",4.898395,Tourism Island,Tourism, ,MoT
LD1159,Shaviyani,Kudafarufinolhu,N,ކުޑަފަރުފިނޮޅު,"73° 2' 39.212"" E","6° 3' 51.017"" N",1.325759,Uninhabited Island, , ,Atoll Council
LD1517,Shaviyani, ,N, ,"73° 3' 20.576"" E","6° 8' 29.951"" N",0.072282,Uninhabited Island, , , 
LD1515,Shaviyani, ,N, ,"73° 2' 37.328"" E","6° 4' 3.612"" N",0.06954,Uninhabited Island, , , 
LD1514,Shaviyani, ,N, ,"72° 53' 23.489"" E","6° 28' 18.041"" N",0.081162,Uninhabited Island, , , 
LD1513,Shaviyani, ,N, ,"73° 0' 35.588"" E","6° 16' 45.404"" N",0.314503,Uninhabited Island, , , 
LD1512,Shaviyani, ,N, ,"73° 1' 34.866"" E","6° 7' 17.663"" N",0.082172,Uninhabited Island, , , 
LD1511,Shaviyani, ,N, ,"73° 1' 48.018"" E","6° 5' 42.735"" N",0.055544,Uninhabited Island, , , 
LD1516,Shaviyani, ,N, ,"73° 2' 52.782"" E","6° 8' 32.622"" N",0.654678,Uninhabited Island, , , 
LD0859,Thaa,Vandhoo,N,ވަންދޫ,"72° 56' 30.971"" E","2° 17' 30.157"" N",25.906479,Residential Island, , , 
LD1661,Thaa, ,N, ,"72° 57' 7.783"" E","2° 17' 18.710"" N",0.231564,Uninhabited Island, , , 
LD0848,Thaa,Kudadhoo,N,ކުޑަދޫ,"72° 57' 6.006"" E","2° 18' 32.165"" N",0.252227,Uninhabited Island, , ,Atoll Council
LD0644,Thaa,Kakolhas,N,ކަކޮޅަސް,"72° 56' 39.207"" E","2° 18' 56.037"" N",16.19661,Uninhabited Island, , ,MoFMRA
LD0041,Thaa,Kafidhoo,N,ކަފިދޫ,"72° 57' 43.561"" E","2° 19' 35.897"" N",2.335346,Uninhabited Island, , ,Atoll Council
LD0143,Thaa,Fondhoo,N,ފޮންދޫ,"72° 58' 57.935"" E","2° 18' 53.856"" N",0.64393,Uninhabited Island, , ,Atoll Council
LD0504,Thaa,Kan'doodhoo,N,ކަނޑޫދޫ,"72° 54' 59.964"" E","2° 19' 16.546"" N",81.829777,Residential Island, , , 
LD0939,Thaa,Olhufushi,N,އޮޅުފުށި,"72° 54' 29.917"" E","2° 21' 56.474"" N",2.342549,Tourism Island,Tourism, ,MoT
LD1103,Thaa,Olhufushifinolhu,N,އޮޅުފުށިފިނޮޅު,"72° 54' 29.182"" E","2° 22' 19.970"" N",0.026298,Tourism Island,Tourism, ,MoT
LD0118,Thaa,Kan'dufushi,N,ކަނޑުފުށި,"72° 59' 15.069"" E","2° 31' 52.417"" N",2.220639,Uninhabited Island, , ,Atoll Council
LD0254,Thaa,Buruni,N,ބުރުނި,"73° 6' 23.471"" E","2° 33' 31.855"" N",34.08479,Residential Island, , , 
LD0998,Thaa,Gaalee,N,ގާލީ,"73° 9' 16.221"" E","2° 32' 49.133"" N",6.957192,Uninhabited Island, , ,MoFMRA
LD1162,Thaa,Kuran'dhuvaru,N,ކުރަނދުވަރު,"73° 10' 33.770"" E","2° 32' 21.456"" N",2.530567,Uninhabited Island, ,Varuva,MoFMRA
LD1073,Thaa, ,N, ,"73° 9' 25.496"" E","2° 32' 56.550"" N",0.19827,Uninhabited Island, , , 
LD0184,Thaa,Maagulhi,N,މާގުޅި,"73° 10' 46.438"" E","2° 32' 18.117"" N",3.499382,Uninhabited Island, ,Varuva,MoFMRA
LD0829,Thaa,Dhiffushi,N,ދިއްފުށި,"73° 13' 56.723"" E","2° 30' 53.217"" N",3.983705,Uninhabited Island, ,Varuva,MoFMRA
LD0240,Thaa,Olhugiri,N,އޮޅުގިރި,"73° 15' 20.951"" E","2° 30' 20.613"" N",9.756504,Tourism Island,Tourism,Resort,MoT
LD0205,Thaa,Vilufushi,N,ވިލުފުށި,"73° 18' 29.692"" E","2° 30' 11.398"" N",60.201656,Residential Island, , , 
LD0386,Thaa,Hon'delifushi,N,ހޮނޑެލިފުށި,"73° 18' 45.556"" E","2° 29' 42.120"" N",1.466279,Uninhabited Island, , ,Council
LD0539,Thaa,Dhonanfushi,N,ދޮނަންފުށި,"73° 18' 53.929"" E","2° 29' 24.437"" N",1.719052,Uninhabited Island, , ,Council
LD0034,Thaa,Kalhufahalafushi,N,ކަޅުފަހަލަފުށި,"73° 21' 27.900"" E","2° 24' 32.977"" N",92.424378,Uninhabited Island, , ,MoFMRA
LD0905,Thaa,Kolhufushi,N,ކޮޅުފުށި,"73° 21' 48.221"" E","2° 21' 53.628"" N",3.722058,Uninhabited Island, , ,MoFMRA
LD0350,Thaa,Hirilandhoo,N,ހިރިލަންދޫ,"72° 55' 55.737"" E","2° 16' 13.421"" N",30.088315,Residential Island, , , 
LD1660,Thaa, ,N, ,"72° 56' 21.497"" E","2° 16' 6.261"" N",0.445261,Uninhabited Island, , , 
LD0471,Thaa,Fushi,N,ފުށި,"72° 58' 8.416"" E","2° 11' 35.201"" N",5.904114,Uninhabited Island, , ,MoFMRA
LD0759,Thaa,Kani,N,ކަނި,"72° 58' 25.436"" E","2° 11' 23.404"" N",0.524474,Uninhabited Island, , ,MoFMRA
LD0460,Thaa,Vanbadhi,N,ވަންބަދި,"72° 58' 33.489"" E","2° 11' 14.351"" N",5.103917,Uninhabited Island, , ,MoFMRA
LD0161,Thaa,Dhururehaa,N,ދުރުރެހާ,"73° 0' 43.399"" E","2° 10' 8.303"" N",10.497391,Industrial Island,Agriculture, ,MoFMRA
LD0005,Thaa, ,N, ,"73° 0' 49.575"" E","2° 10' 11.943"" N",0.671358,Uninhabited Island, , ,Council
LD0614,Thaa,Gaathurehaa,N,ގާތުރެހާ,"73° 0' 56.085"" E","2° 10' 13.191"" N",5.890458,Uninhabited Island, , ,Council
LD0783,Thaa,Omadhoo,N,އޮމަދޫ,"73° 1' 24.999"" E","2° 10' 3.280"" N",36.961553,Residential Island, , , 
LD0138,Thaa,Kuredhifushi,N,ކުރެދިފުށި,"73° 2' 3.744"" E","2° 10' 4.729"" N",9.099428,Uninhabited Island, , ,Council
LD0709,Thaa,Ruhthibirah,N,ރުއްތިބިރަށް,"73° 3' 10.230"" E","2° 10' 7.943"" N",8.414695,Tourism Island,Tourism,Resort,MoT
LD1659,Thaa, ,N, ,"73° 2' 53.580"" E","2° 9' 52.439"" N",0.307441,Uninhabited Island, , , 
LD0449,Thaa,Kudakin'bidhoo,N,ކުޑަކިނބިދޫ,"73° 3' 46.981"" E","2° 9' 52.383"" N",1.654083,Uninhabited Island, , ,Council
LD1658,Thaa, ,N, ,"73° 4' 5.978"" E","2° 10' 38.091"" N",0.378266,Uninhabited Island, , , 
LD1078,Thaa,Elaa,N,އެލާ,"73° 4' 45.850"" E","2° 10' 19.224"" N",31.377957,Tourism Island,Tourism, ,MoT
LD0694,Thaa,Veymandoo,Y,ވޭމަންޑޫ,"73° 5' 41.864"" E","2° 11' 13.819"" N",44.64553,Residential Island, , , 
LD1123,Thaa,Kanimeedhoo,N,ކަނިމީދޫ,"73° 6' 41.558"" E","2° 11' 44.274"" N",67.861905,Tourism Island,Agriculture, ,MoFMRA
LD0293,Thaa,Funaddu,N,ފުނައްޑު,"73° 7' 43.976"" E","2° 11' 53.698"" N",26.781552,Industrial Island,Fisheries, ,MoFMRA
LD0082,Thaa,Thimarafushi,N,ތިމަރަފުށި,"73° 8' 54.768"" E","2° 12' 33.430"" N",99.989305,Residential Island, , , 
LD0898,Thaa,Usfushi,N,އުސްފުށި,"73° 12' 16.848"" E","2° 14' 47.353"" N",1.912543,Uninhabited Island, , ,Council
LD0427,Thaa,Gaadhiffushi,N,ގާދިއްފުށި,"73° 12' 45.089"" E","2° 15' 9.639"" N",14.144367,Residential Island, , , 
LD0796,Thaa,Hulhiyanfushi,N,ހުޅިޔަންފުށި,"73° 13' 5.522"" E","2° 15' 31.537"" N",2.686494,Uninhabited Island, , ,Council
LD1011,Thaa,Kolafushi,N,ކޮލަފުށި,"73° 13' 24.477"" E","2° 15' 49.795"" N",1.569517,Uninhabited Island, ,Varuva,MoFMRA
LD1001,Thaa,Ekuruffushi,N,އެކުރުއްފުށި,"73° 13' 34.528"" E","2° 15' 57.594"" N",2.259125,Tourism Island,Tourism,Resort,MoFMRA
LD1202,Thaa,Bodurehaa,N,ބޮޑުރެހާ,"73° 13' 44.777"" E","2° 16' 4.517"" N",1.127544,Uninhabited Island, ,Varuva,MoFMRA
LD0351,Thaa,Fenmeerufushi,N,ފެންމީރުފުށި,"73° 13' 59.867"" E","2° 16' 14.198"" N",1.703457,Uninhabited Island, , ,Atoll Council
LD1035,Thaa,Olhudhiyafushi,N,އޮޅުދިޔަފުށި,"73° 14' 9.832"" E","2° 16' 20.212"" N",0.833091,Uninhabited Island, , ,Atoll Council
LD0533,Thaa,Kaaddoo,N,ކާއްޑޫ,"73° 15' 15.619"" E","2° 16' 54.659"" N",3.329038,Tourism Island,Tourism, ,MoT
LD1419,Thaa, ,N, ,"73° 15' 19.701"" E","2° 16' 53.586"" N",0.145102,Uninhabited Island, , , 
LD0622,Thaa,Kudakaaddoo,N,ކުޑަކާއްޑޫ,"73° 15' 32.730"" E","2° 17' 7.397"" N",0.132291,Uninhabited Island, , ,Atoll Council
LD0190,Thaa,Hathifushi,N,ހަތިފުށި,"73° 15' 46.428"" E","2° 17' 14.328"" N",1.196037,Uninhabited Island, , ,Atoll Council
LD0956,Thaa,Rihaamaafushi,N,ރިހާމާފުށި,"73° 15' 59.047"" E","2° 17' 22.105"" N",1.248225,Uninhabited Island, , ,MoFMRA
LD0108,Thaa,Fenfushi,N,ފެންފުށި,"73° 16' 11.070"" E","2° 17' 29.827"" N",0.346075,Uninhabited Island, ,Varuva,MoFMRA
LD1173,Thaa,Kalhudheyfushi,N,ކަޅުދޭފުށި,"73° 16' 34.630"" E","2° 17' 41.915"" N",4.153478,Tourism Island,Tourism,Resort,MoT
LD1657,Thaa, ,N, ,"73° 16' 28.762"" E","2° 17' 46.854"" N",0.313282,Uninhabited Island, , , 
LD0912,Thaa,Fonidhaani,N,ފޮނިދާނި,"73° 17' 5.142"" E","2° 18' 3.549"" N",1.891963,Uninhabited Island, ,Varuva,MoFMRA
LD0029,Thaa,Lhavaddoo,N,ޅަވައްޑޫ,"73° 17' 28.362"" E","2° 18' 20.770"" N",3.177465, ,Tourism, ,MoT
LD0556,Thaa,Maalefushi,N,މާލެފުށި,"73° 17' 54.003"" E","2° 18' 39.593"" N",10.85582,Tourism Island,Tourism,Resort,MoT
LD1656,Thaa, ,N, ,"73° 17' 49.299"" E","2° 18' 45.524"" N",0.162356,Uninhabited Island, , , 
LD0596,Thaa,Bodufinolhu,N,ބޮޑުފިނޮޅު,"73° 18' 19.188"" E","2° 18' 57.033"" N",2.415766,Uninhabited Island, , ,Council
LD1163,Thaa,Guraidhoo,N,ގުރައިދޫ,"73° 19' 3.269"" E","2° 19' 21.297"" N",76.475535,Residential Island, , , 
LD0200,Thaa,Dhiyamigili,N,ދިޔަމިގިލި,"73° 20' 12.481"" E","2° 20' 23.784"" N",29.337474,Residential Island, , , 
LD0850,Thaa,Medhafushi,N,މެދަފުށި,"73° 20' 27.129"" E","2° 20' 36.353"" N",4.708547,Uninhabited Island, , ,Council
LD0849,Thaa,Mathidhoo,N,މަތިދޫ,"73° 20' 33.849"" E","2° 20' 47.982"" N",6.2022,Uninhabited Island, ,Varuva,MoFMRA
LD1130,Thaa,Ufuriyaa,N,އުފުރިޔާ,"73° 21' 40.568"" E","2° 21' 41.779"" N",7.374522,Uninhabited Island, , ,MoFMRA
LD0040,Thaa,Hikan'dhilhohi,N,ހިކަނދިޅޮހި,"73° 13' 35.450"" E","2° 31' 13.548"" N",2.775247,Uninhabited Island, ,Varuva,MoFMRA
LD0422,Thaa,Kin'bidhoo,N,ކިނބިދޫ,"73° 3' 57.847"" E","2° 10' 5.747"" N",38.175104,Residential Island, , , 
LD0627,Thaa,Madifushi,N,މަޑިފުށި,"73° 21' 16.909"" E","2° 21' 24.484"" N",53.581209,Residential Island, , , 
LD1665,Thaa, ,N, ,"73° 14' 13.440"" E","2° 30' 45.626"" N",3.258614,Uninhabited Island, , , 
LD1664,Thaa, ,N, ,"73° 5' 25.352"" E","2° 11' 27.354"" N",0.084817,Uninhabited Island, , , 
LD1663,Thaa, ,N, ,"73° 21' 1.199"" E","2° 21' 16.575"" N",0.037139,Uninhabited Island, , , 
LD1662,Thaa, ,N, ,"73° 20' 58.887"" E","2° 21' 21.395"" N",0.045722,Uninhabited Island, , , 
LD0182,Vaavu,Fulidhoo,N,ފުލިދޫ,"73° 24' 56.412"" E","3° 40' 49.559"" N",11.910502,Residential Island, , , 
LD1148,Vaavu,Kunaaveshi,N,ކުނާވެށި,"73° 21' 54.606"" E","3° 38' 12.025"" N",1.999378,Tourism Island,Tourism,Resort,MoT
LD1026,Vaavu,Vashugiri,N,ވަށުގިރި,"73° 22' 38.712"" E","3° 37' 47.925"" N",0.600103,Uninhabited Island, , ,MoFMRA
LD0117,Vaavu,Hulhidhoo,N,ހުޅިދޫ,"73° 31' 58.037"" E","3° 29' 36.109"" N",2.607093,Industrial Island,Agriculture, ,MoFMRA
LD1079,Vaavu,Thinadhoo,N,ތިނަދޫ,"73° 32' 17.880"" E","3° 29' 15.779"" N",12.490236,Residential Island, , , 
LD0075,Vaavu,Felidhoo,Y,ފެލިދޫ,"73° 32' 49.472"" E","3° 28' 19.080"" N",15.75044,Residential Island, , , 
LD0260,Vaavu,Keyodhoo,N,ކެޔޮދޫ,"73° 33' 0.332"" E","3° 27' 43.593"" N",11.821327,Residential Island, , , 
LD1364,Vaavu, ,N, ,"73° 31' 39.016"" E","3° 29' 7.629"" N",0.214282,Uninhabited Island, , , 
LD0148,Vaavu,Alimathaa,N,އަލިމަތާ,"73° 29' 52.929"" E","3° 35' 37.413"" N",7.879027,Tourism Island,Tourism,Resort,MoT
LD1365,Vaavu, ,N, ,"73° 29' 50.940"" E","3° 33' 36.213"" N",0.421193,Uninhabited Island, , , 
LD1366,Vaavu, ,N, ,"73° 29' 59.619"" E","3° 33' 5.470"" N",0.618628,Uninhabited Island, , , 
LD0604,Vaavu,Kuda Anbaraa,N,ކުޑައަންބަރާ,"73° 25' 29.006"" E","3° 25' 37.314"" N",0.406302,Uninhabited Island, , , 
LD0935,Vaavu,Fohtheyobodufushi,N,ފޮއްތެޔޮބޮޑުފުށި,"73° 45' 28.800"" E","3° 27' 19.133"" N",13.315224,Tourism Island,Tourism,Resort,MoT
LD1362,Vaavu, ,N, ,"73° 19' 29.450"" E","3° 27' 15.277"" N",0.27236,Uninhabited Island, , , 
LD1043,Vaavu,Anbaraa,N,އަންބަރާ,"73° 26' 21.483"" E","3° 22' 20.190"" N",1.985168,Tourism Island,Tourism,Resort,MoT
LD0079,Vaavu,Thun'duhuraa,N,ތުނޑުހުރާ,"73° 30' 22.322"" E","3° 20' 33.574"" N",0.087086,Uninhabited Island, , ,MoFMRA
LD0420,Vaavu,Rakeedhoo,N,ރަކީދޫ,"73° 28' 11.018"" E","3° 18' 53.652"" N",6.417948,Residential Island, , , 
LD1360,Vaavu,Kudamohoraa,N,ކުޑަމޮހޮރާ,"73° 30' 38.398"" E","3° 20' 31.124"" N",0.352168,Uninhabited Island, , , 
LD0813,Vaavu,Bodumohoraa,N,ބޮޑުމޮހޮރާ,"73° 31' 14.047"" E","3° 20' 35.492"" N",6.838834,Tourism Island,Tourism,Resort,MoFMRA
LD1157,Vaavu, ,N, ,"73° 34' 47.223"" E","3° 21' 32.026"" N",1.129195,Uninhabited Island, , , 
LD1099,Vaavu,Vattaru,N,ވައްޓަރު,"73° 25' 35.225"" E","3° 13' 18.988"" N",1.999962,Uninhabited Island, , ,MoECCT
LD0267,Vaavu,Dhiggiri,N,ދިއްގިރި,"73° 29' 13.804"" E","3° 38' 42.019"" N",2.632389,Uninhabited Island, , ,MoFMRA
LD0051,Vaavu,Aarah,N,އާރަށް,"73° 31' 48.396"" E","3° 29' 57.506"" N",2.993424,Tourism Island,Tourism,Resort,MoT
LD1367,Vaavu, ,N, ,"73° 30' 15.829"" E","3° 32' 43.397"" N",0.135712,Uninhabited Island, , , 
LD1368,Vaavu, ,N, ,"73° 31' 18.452"" E","3° 30' 50.340"" N",0.078823,Uninhabited Island, , , 
LD1608,Vaavu, ,N, ,"73° 23' 53.140"" E","3° 24' 56.384"" N",0.584963,Uninhabited Island, , , 
LD1371,Vaavu, ,N, ,"73° 26' 14.895"" E","3° 23' 15.828"" N",0.20625,Uninhabited Island, , , 
LD1363,Vaavu, ,N, ,"73° 42' 12.443"" E","3° 28' 53.723"" N",1.231497,Uninhabited Island, , ,MoFMRA
LD1506,Vaavu, ,N, ,"73° 23' 13.302"" E","3° 24' 34.879"" N",0.027217,Uninhabited Island, ,Varuva,MoFMRA
LD1370,Vaavu, ,N, ,"73° 26' 48.483"" E","3° 23' 47.263"" N",0.050369,Uninhabited Island, , , 
LD1369,Vaavu, ,N, ,"73° 27' 45.253"" E","3° 23' 4.638"" N",0.023169,Uninhabited Island, , , 
LD0682,Vaavu, ,N, ,"73° 29' 59.796"" E","3° 21' 40.537"" N",0.567421,Uninhabited Island, , ,MoFMRA
LD1624,Vaavu, ,N, ,"73° 22' 11.066"" E","3° 38' 7.176"" N",0.076496,Uninhabited Island, , , 
LD1623,Vaavu, ,N, ,"73° 17' 2.844"" E","3° 30' 27.425"" N",0.014576,Uninhabited Island, , , 
LD1622,Vaavu, ,N, ,"73° 25' 47.327"" E","3° 22' 41.621"" N",0.035598,Uninhabited Island, , , 
LD1621,Vaavu, ,N, ,"73° 24' 19.646"" E","3° 25' 46.817"" N",0.047716,Uninhabited Island, , , 
LD1620,Vaavu, ,N, ,"73° 25' 20.434"" E","3° 25' 59.843"" N",0.047649,Uninhabited Island, , , 
LD1619,Vaavu, ,N, ,"73° 17' 9.602"" E","3° 30' 46.993"" N",0.209108,Uninhabited Island, , , 
LD1618,Vaavu, ,N, ,"73° 18' 27.431"" E","3° 31' 38.589"" N",0.139513,Uninhabited Island, , , 
LD1617,Vaavu, ,N, ,"73° 18' 15.263"" E","3° 31' 44.740"" N",0.022067,Uninhabited Island, , , 
LD1616,Vaavu, ,N, ,"73° 22' 1.607"" E","3° 36' 48.880"" N",0.010009,Uninhabited Island, , , 
LD1615,Vaavu, ,N, ,"73° 22' 8.849"" E","3° 37' 8.091"" N",0.124818,Uninhabited Island, , , 
LD1614,Vaavu, ,N, ,"73° 29' 59.278"" E","3° 37' 32.891"" N",0.043758,Uninhabited Island, , , 
LD1613,Vaavu, ,N, ,"73° 30' 5.784"" E","3° 37' 24.561"" N",0.123521,Uninhabited Island, , , 
LD1612,Vaavu, ,N, ,"73° 31' 17.163"" E","3° 30' 0.663"" N",0.027272,Uninhabited Island, , , 
LD1611,Vaavu, ,N, ,"73° 38' 27.611"" E","3° 21' 36.035"" N",0.681543,Uninhabited Island, , , 
LD1610,Vaavu, ,N, ,"73° 38' 53.902"" E","3° 21' 43.029"" N",0.53155,Uninhabited Island, , , 
LD1609,Vaavu, ,N, ,"73° 28' 12.001"" E","3° 37' 21.992"" N",0.011909,Uninhabited Island, , , 
LD0726,Gnaviyani,Fuvahmulah,Y,ފުވައްމުލައް,"73° 25' 30.532"" E","0° 17' 42.320"" S",495.047469,Residential Island, , , 
LD0950,Kaafu, ,N, ,"73° 26' 25.138"" E","4° 57' 25.301"" N",0.673221,Uninhabited Island, , , 
LD0362,Kaafu, ,N, ,"73° 26' 35.722"" E","4° 57' 22.454"" N",0.063477,Uninhabited Island, , , 
LD0721,Kaafu, ,N, ,"73° 27' 7.053"" E","4° 57' 28.604"" N",2.970259,Uninhabited Island, , , 
LD0665,Kaafu,Kaashidhoo,N,ކާށިދޫ,"73° 27' 37.397"" E","4° 57' 22.937"" N",282.710945,Residential Island, , , 
LD0873,Kaafu,Gaafaru,N,ގާފަރު,"73° 29' 58.581"" E","4° 44' 10.257"" N",19.474938,Residential Island, , , 
LD1298,Kaafu, ,N, ,"73° 29' 11.056"" E","4° 43' 50.137"" N",0.635407,Uninhabited Island, , , 
LD1301,Kaafu, ,N, ,"73° 27' 14.033"" E","4° 40' 56.799"" N",0.134003,Uninhabited Island, , , 
